U$1, 327.22, 13.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$5635, 144.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5637, 144.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5638, 144.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5639, 135.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5641, 135.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5642, 135.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5643, 126.90, 164.40, 180.00, 0603-1U-CAP, 0603
U$5644, 126.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5646, 126.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5647, 126.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5648, 118.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5650, 118.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5651, 118.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5652, 109.30, 164.40, 180.00, 0603-1U-CAP, 0603
U$5653, 109.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5655, 109.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5656, 109.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5657, 100.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5659, 100.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5660, 100.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5661, 91.70, 164.40, 180.00, 0603-1U-CAP, 0603
U$5662, 91.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5664, 91.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5665, 91.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5666, 82.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5668, 82.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5669, 82.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5670, 74.10, 164.40, 180.00, 0603-1U-CAP, 0603
U$5671, 74.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5673, 74.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5674, 74.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5675, 65.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5677, 65.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5678, 65.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5679, 56.50, 164.40, 180.00, 0603-1U-CAP, 0603
U$5680, 56.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5682, 56.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5683, 56.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5684, 47.70, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5686, 47.69, 169.10, 0.00, 3512-LED, 3512-LED
U$5687, 47.71, 162.90, 180.00, 3512-LED, 3512-LED
U$5688, 38.90, 164.40, 180.00, 0603-1U-CAP, 0603
U$5689, 38.90, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5691, 38.89, 169.10, 0.00, 3512-LED, 3512-LED
U$5692, 38.91, 162.90, 180.00, 3512-LED, 3512-LED
U$5693, 30.10, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5695, 30.09, 169.10, 0.00, 3512-LED, 3512-LED
U$5696, 30.11, 162.90, 180.00, 3512-LED, 3512-LED
U$5697, 21.30, 164.40, 180.00, 0603-1U-CAP, 0603
U$5698, 21.30, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$57, 276.51, 9.90, 180.00, 3512-LED, 3512-LED
U$5700, 21.29, 169.10, 0.00, 3512-LED, 3512-LED
U$5701, 21.31, 162.90, 180.00, 3512-LED, 3512-LED
U$5702, 12.50, 166.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5704, 12.49, 169.10, 0.00, 3512-LED, 3512-LED
U$5705, 12.51, 162.90, 180.00, 3512-LED, 3512-LED
U$5869, 327.22, 175.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$5870, 320.50, 173.40, 180.00, 0603-1U-CAP, 0603
U$5871, 320.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5873, 320.49, 178.10, 0.00, 3512-LED, 3512-LED
U$5874, 320.51, 171.90, 180.00, 3512-LED, 3512-LED
U$5875, 311.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5877, 311.69, 178.10, 0.00, 3512-LED, 3512-LED
U$5878, 311.71, 171.90, 180.00, 3512-LED, 3512-LED
U$5879, 302.90, 173.40, 180.00, 0603-1U-CAP, 0603
U$5880, 302.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5882, 302.89, 178.10, 0.00, 3512-LED, 3512-LED
U$5883, 302.91, 171.90, 180.00, 3512-LED, 3512-LED
U$5884, 294.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5886, 294.09, 178.10, 0.00, 3512-LED, 3512-LED
U$5887, 294.11, 171.90, 180.00, 3512-LED, 3512-LED
U$5888, 285.30, 173.40, 180.00, 0603-1U-CAP, 0603
U$5889, 285.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5891, 285.29, 178.10, 0.00, 3512-LED, 3512-LED
U$5892, 285.31, 171.90, 180.00, 3512-LED, 3512-LED
U$5893, 276.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5895, 276.49, 178.10, 0.00, 3512-LED, 3512-LED
U$5896, 276.51, 171.90, 180.00, 3512-LED, 3512-LED
U$5897, 267.70, 173.40, 180.00, 0603-1U-CAP, 0603
U$5898, 267.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$59, 267.69, 16.10, 0.00, 3512-LED, 3512-LED
U$5900, 267.69, 178.10, 0.00, 3512-LED, 3512-LED
U$5901, 267.71, 171.90, 180.00, 3512-LED, 3512-LED
U$5902, 258.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5904, 258.89, 178.10, 0.00, 3512-LED, 3512-LED
U$5905, 258.91, 171.90, 180.00, 3512-LED, 3512-LED
U$5906, 250.10, 173.40, 180.00, 0603-1U-CAP, 0603
U$5907, 250.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5909, 250.09, 178.10, 0.00, 3512-LED, 3512-LED
U$5910, 250.11, 171.90, 180.00, 3512-LED, 3512-LED
U$5911, 241.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5913, 241.29, 178.10, 0.00, 3512-LED, 3512-LED
U$5914, 241.31, 171.90, 180.00, 3512-LED, 3512-LED
U$5915, 232.50, 173.40, 180.00, 0603-1U-CAP, 0603
U$5916, 232.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5918, 232.49, 178.10, 0.00, 3512-LED, 3512-LED
U$5919, 232.51, 171.90, 180.00, 3512-LED, 3512-LED
U$5920, 223.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5922, 223.69, 178.10, 0.00, 3512-LED, 3512-LED
U$5923, 223.71, 171.90, 180.00, 3512-LED, 3512-LED
U$5924, 214.90, 173.40, 180.00, 0603-1U-CAP, 0603
U$5925, 214.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5927, 214.89, 178.10, 0.00, 3512-LED, 3512-LED
U$5928, 214.91, 171.90, 180.00, 3512-LED, 3512-LED
U$5929, 206.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5931, 206.09, 178.10, 0.00, 3512-LED, 3512-LED
U$5932, 206.11, 171.90, 180.00, 3512-LED, 3512-LED
U$5933, 197.30, 173.40, 180.00, 0603-1U-CAP, 0603
U$5934, 197.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5936, 197.29, 178.10, 0.00, 3512-LED, 3512-LED
U$5937, 197.31, 171.90, 180.00, 3512-LED, 3512-LED
U$5938, 188.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5940, 188.49, 178.10, 0.00, 3512-LED, 3512-LED
U$5941, 188.51, 171.90, 180.00, 3512-LED, 3512-LED
U$5942, 179.70, 173.40, 180.00, 0603-1U-CAP, 0603
U$5943, 179.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5945, 179.69, 178.10, 0.00, 3512-LED, 3512-LED
U$5946, 179.71, 171.90, 180.00, 3512-LED, 3512-LED
U$5947, 170.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5949, 170.89, 178.10, 0.00, 3512-LED, 3512-LED
U$5950, 170.91, 171.90, 180.00, 3512-LED, 3512-LED
U$5951, 162.10, 173.40, 180.00, 0603-1U-CAP, 0603
U$5952, 162.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5954, 162.09, 178.10, 0.00, 3512-LED, 3512-LED
U$5955, 162.11, 171.90, 180.00, 3512-LED, 3512-LED
U$5956, 153.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5958, 153.29, 178.10, 0.00, 3512-LED, 3512-LED
U$5959, 153.31, 171.90, 180.00, 3512-LED, 3512-LED
U$5960, 144.50, 173.40, 180.00, 0603-1U-CAP, 0603
U$5961, 144.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5963, 144.49, 178.10, 0.00, 3512-LED, 3512-LED
U$5964, 144.51, 171.90, 180.00, 3512-LED, 3512-LED
U$5965, 135.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5967, 135.69, 178.10, 0.00, 3512-LED, 3512-LED
U$5968, 135.71, 171.90, 180.00, 3512-LED, 3512-LED
U$5969, 126.90, 173.40, 180.00, 0603-1U-CAP, 0603
U$5970, 126.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5972, 126.89, 178.10, 0.00, 3512-LED, 3512-LED
U$5973, 126.91, 171.90, 180.00, 3512-LED, 3512-LED
U$5974, 118.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5976, 118.09, 178.10, 0.00, 3512-LED, 3512-LED
U$5977, 118.11, 171.90, 180.00, 3512-LED, 3512-LED
U$5978, 109.30, 173.40, 180.00, 0603-1U-CAP, 0603
U$5979, 109.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5981, 109.29, 178.10, 0.00, 3512-LED, 3512-LED
U$5982, 109.31, 171.90, 180.00, 3512-LED, 3512-LED
U$5983, 100.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5985, 100.49, 178.10, 0.00, 3512-LED, 3512-LED
U$5986, 100.51, 171.90, 180.00, 3512-LED, 3512-LED
U$5987, 91.70, 173.40, 180.00, 0603-1U-CAP, 0603
U$5988, 91.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5990, 91.69, 178.10, 0.00, 3512-LED, 3512-LED
U$5991, 91.71, 171.90, 180.00, 3512-LED, 3512-LED
U$5992, 82.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5994, 82.89, 178.10, 0.00, 3512-LED, 3512-LED
U$5995, 82.91, 171.90, 180.00, 3512-LED, 3512-LED
U$5996, 74.10, 173.40, 180.00, 0603-1U-CAP, 0603
U$5997, 74.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$5999, 74.09, 178.10, 0.00, 3512-LED, 3512-LED
U$6, 320.51, 9.90, 180.00, 3512-LED, 3512-LED
U$60, 267.71, 9.90, 180.00, 3512-LED, 3512-LED
U$6000, 74.11, 171.90, 180.00, 3512-LED, 3512-LED
U$6001, 65.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6003, 65.29, 178.10, 0.00, 3512-LED, 3512-LED
U$6004, 65.31, 171.90, 180.00, 3512-LED, 3512-LED
U$6005, 56.50, 173.40, 180.00, 0603-1U-CAP, 0603
U$6006, 56.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6008, 56.49, 178.10, 0.00, 3512-LED, 3512-LED
U$6009, 56.51, 171.90, 180.00, 3512-LED, 3512-LED
U$6010, 47.70, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6012, 47.69, 178.10, 0.00, 3512-LED, 3512-LED
U$6013, 47.71, 171.90, 180.00, 3512-LED, 3512-LED
U$6014, 38.90, 173.40, 180.00, 0603-1U-CAP, 0603
U$6015, 38.90, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6017, 38.89, 178.10, 0.00, 3512-LED, 3512-LED
U$6018, 38.91, 171.90, 180.00, 3512-LED, 3512-LED
U$6019, 30.10, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6021, 30.09, 178.10, 0.00, 3512-LED, 3512-LED
U$6022, 30.11, 171.90, 180.00, 3512-LED, 3512-LED
U$6023, 21.30, 173.40, 180.00, 0603-1U-CAP, 0603
U$6024, 21.30, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6026, 21.29, 178.10, 0.00, 3512-LED, 3512-LED
U$6027, 21.31, 171.90, 180.00, 3512-LED, 3512-LED
U$6028, 12.50, 175.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$6030, 12.49, 178.10, 0.00, 3512-LED, 3512-LED
U$6031, 12.51, 171.90, 180.00, 3512-LED, 3512-LED
U$61, 258.90, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$63, 258.89, 16.10, 0.00, 3512-LED, 3512-LED
U$64, 258.91, 9.90, 180.00, 3512-LED, 3512-LED
U$65, 250.10, 11.40, 180.00, 0603-1U-CAP, 0603
U$653, 327.22, 31.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$654, 320.50, 29.40, 180.00, 0603-1U-CAP, 0603
U$655, 320.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$657, 320.49, 34.10, 0.00, 3512-LED, 3512-LED
U$658, 320.51, 27.90, 180.00, 3512-LED, 3512-LED
U$659, 311.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$66, 250.10, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$661, 311.69, 34.10, 0.00, 3512-LED, 3512-LED
U$662, 311.71, 27.90, 180.00, 3512-LED, 3512-LED
U$663, 302.90, 29.40, 180.00, 0603-1U-CAP, 0603
U$664, 302.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$666, 302.89, 34.10, 0.00, 3512-LED, 3512-LED
U$667, 302.91, 27.90, 180.00, 3512-LED, 3512-LED
U$668, 294.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$670, 294.09, 34.10, 0.00, 3512-LED, 3512-LED
U$671, 294.11, 27.90, 180.00, 3512-LED, 3512-LED
U$672, 285.30, 29.40, 180.00, 0603-1U-CAP, 0603
U$673, 285.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$675, 285.29, 34.10, 0.00, 3512-LED, 3512-LED
U$676, 285.31, 27.90, 180.00, 3512-LED, 3512-LED
U$677, 276.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$679, 276.49, 34.10, 0.00, 3512-LED, 3512-LED
U$68, 250.09, 16.10, 0.00, 3512-LED, 3512-LED
U$680, 276.51, 27.90, 180.00, 3512-LED, 3512-LED
U$681, 267.70, 29.40, 180.00, 0603-1U-CAP, 0603
U$682, 267.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$684, 267.69, 34.10, 0.00, 3512-LED, 3512-LED
U$685, 267.71, 27.90, 180.00, 3512-LED, 3512-LED
U$686, 258.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$688, 258.89, 34.10, 0.00, 3512-LED, 3512-LED
U$689, 258.91, 27.90, 180.00, 3512-LED, 3512-LED
U$69, 250.11, 9.90, 180.00, 3512-LED, 3512-LED
U$690, 250.10, 29.40, 180.00, 0603-1U-CAP, 0603
U$691, 250.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$693, 250.09, 34.10, 0.00, 3512-LED, 3512-LED
U$694, 250.11, 27.90, 180.00, 3512-LED, 3512-LED
U$695, 241.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$697, 241.29, 34.10, 0.00, 3512-LED, 3512-LED
U$698, 241.31, 27.90, 180.00, 3512-LED, 3512-LED
U$699, 232.50, 29.40, 180.00, 0603-1U-CAP, 0603
U$70, 241.30, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$700, 232.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$702, 232.49, 34.10, 0.00, 3512-LED, 3512-LED
U$703, 232.51, 27.90, 180.00, 3512-LED, 3512-LED
U$704, 223.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$706, 223.69, 34.10, 0.00, 3512-LED, 3512-LED
U$707, 223.71, 27.90, 180.00, 3512-LED, 3512-LED
U$708, 214.90, 29.40, 180.00, 0603-1U-CAP, 0603
U$709, 214.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$711, 214.89, 34.10, 0.00, 3512-LED, 3512-LED
U$712, 214.91, 27.90, 180.00, 3512-LED, 3512-LED
U$713, 206.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$715, 206.09, 34.10, 0.00, 3512-LED, 3512-LED
U$716, 206.11, 27.90, 180.00, 3512-LED, 3512-LED
U$717, 197.30, 29.40, 180.00, 0603-1U-CAP, 0603
U$718, 197.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$72, 241.29, 16.10, 0.00, 3512-LED, 3512-LED
U$720, 197.29, 34.10, 0.00, 3512-LED, 3512-LED
U$721, 197.31, 27.90, 180.00, 3512-LED, 3512-LED
U$722, 188.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$724, 188.49, 34.10, 0.00, 3512-LED, 3512-LED
U$725, 188.51, 27.90, 180.00, 3512-LED, 3512-LED
U$726, 179.70, 29.40, 180.00, 0603-1U-CAP, 0603
U$727, 179.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$729, 179.69, 34.10, 0.00, 3512-LED, 3512-LED
U$73, 241.31, 9.90, 180.00, 3512-LED, 3512-LED
U$730, 179.71, 27.90, 180.00, 3512-LED, 3512-LED
U$731, 170.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$733, 170.89, 34.10, 0.00, 3512-LED, 3512-LED
U$734, 170.91, 27.90, 180.00, 3512-LED, 3512-LED
U$735, 162.10, 29.40, 180.00, 0603-1U-CAP, 0603
U$736, 162.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$738, 162.09, 34.10, 0.00, 3512-LED, 3512-LED
U$739, 162.11, 27.90, 180.00, 3512-LED, 3512-LED
U$74, 232.50, 11.40, 180.00, 0603-1U-CAP, 0603
U$740, 153.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$742, 153.29, 34.10, 0.00, 3512-LED, 3512-LED
U$743, 153.31, 27.90, 180.00, 3512-LED, 3512-LED
U$744, 144.50, 29.40, 180.00, 0603-1U-CAP, 0603
U$745, 144.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$747, 144.49, 34.10, 0.00, 3512-LED, 3512-LED
U$748, 144.51, 27.90, 180.00, 3512-LED, 3512-LED
U$749, 135.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$75, 232.50, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$751, 135.69, 34.10, 0.00, 3512-LED, 3512-LED
U$752, 135.71, 27.90, 180.00, 3512-LED, 3512-LED
U$753, 126.90, 29.40, 180.00, 0603-1U-CAP, 0603
U$754, 126.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$756, 126.89, 34.10, 0.00, 3512-LED, 3512-LED
U$757, 126.91, 27.90, 180.00, 3512-LED, 3512-LED
U$758, 118.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$760, 118.09, 34.10, 0.00, 3512-LED, 3512-LED
U$761, 118.11, 27.90, 180.00, 3512-LED, 3512-LED
U$762, 109.30, 29.40, 180.00, 0603-1U-CAP, 0603
U$763, 109.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$765, 109.29, 34.10, 0.00, 3512-LED, 3512-LED
U$766, 109.31, 27.90, 180.00, 3512-LED, 3512-LED
U$767, 100.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$769, 100.49, 34.10, 0.00, 3512-LED, 3512-LED
U$77, 232.49, 16.10, 0.00, 3512-LED, 3512-LED
U$770, 100.51, 27.90, 180.00, 3512-LED, 3512-LED
U$771, 91.70, 29.40, 180.00, 0603-1U-CAP, 0603
U$772, 91.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$774, 91.69, 34.10, 0.00, 3512-LED, 3512-LED
U$775, 91.71, 27.90, 180.00, 3512-LED, 3512-LED
U$776, 82.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$778, 82.89, 34.10, 0.00, 3512-LED, 3512-LED
U$779, 82.91, 27.90, 180.00, 3512-LED, 3512-LED
U$78, 232.51, 9.90, 180.00, 3512-LED, 3512-LED
U$780, 74.10, 29.40, 180.00, 0603-1U-CAP, 0603
U$781, 74.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$783, 74.09, 34.10, 0.00, 3512-LED, 3512-LED
U$784, 74.11, 27.90, 180.00, 3512-LED, 3512-LED
U$785, 65.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$787, 65.29, 34.10, 0.00, 3512-LED, 3512-LED
U$788, 65.31, 27.90, 180.00, 3512-LED, 3512-LED
U$789, 56.50, 29.40, 180.00, 0603-1U-CAP, 0603
U$79, 223.70, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$790, 56.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$792, 56.49, 34.10, 0.00, 3512-LED, 3512-LED
U$793, 56.51, 27.90, 180.00, 3512-LED, 3512-LED
U$794, 47.70, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$796, 47.69, 34.10, 0.00, 3512-LED, 3512-LED
U$797, 47.71, 27.90, 180.00, 3512-LED, 3512-LED
U$798, 38.90, 29.40, 180.00, 0603-1U-CAP, 0603
U$799, 38.90, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$801, 38.89, 34.10, 0.00, 3512-LED, 3512-LED
U$802, 38.91, 27.90, 180.00, 3512-LED, 3512-LED
U$803, 30.10, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$805, 30.09, 34.10, 0.00, 3512-LED, 3512-LED
U$806, 30.11, 27.90, 180.00, 3512-LED, 3512-LED
U$807, 21.30, 29.40, 180.00, 0603-1U-CAP, 0603
U$808, 21.30, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$81, 223.69, 16.10, 0.00, 3512-LED, 3512-LED
U$810, 21.29, 34.10, 0.00, 3512-LED, 3512-LED
U$811, 21.31, 27.90, 180.00, 3512-LED, 3512-LED
U$812, 12.50, 31.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$814, 12.49, 34.10, 0.00, 3512-LED, 3512-LED
U$815, 12.51, 27.90, 180.00, 3512-LED, 3512-LED
U$82, 223.71, 9.90, 180.00, 3512-LED, 3512-LED
U$83, 214.90, 11.40, 180.00, 0603-1U-CAP, 0603
U$84, 214.90, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$86, 214.89, 16.10, 0.00, 3512-LED, 3512-LED
U$87, 214.91, 9.90, 180.00, 3512-LED, 3512-LED
U$88, 206.10, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$90, 206.09, 16.10, 0.00, 3512-LED, 3512-LED
U$91, 206.11, 9.90, 180.00, 3512-LED, 3512-LED
U$92, 197.30, 11.40, 180.00, 0603-1U-CAP, 0603
U$93, 197.30, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$95, 197.29, 16.10, 0.00, 3512-LED, 3512-LED
U$96, 197.31, 9.90, 180.00, 3512-LED, 3512-LED
U$97, 188.50, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$979, 327.22, 40.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$980, 320.50, 38.40, 180.00, 0603-1U-CAP, 0603
U$981, 320.50, 40.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$983, 320.49, 43.10, 0.00, 3512-LED, 3512-LED
U$984, 320.51, 36.90, 180.00, 3512-LED, 3512-LED
